Year,Week,Region,VCI,TCI,VHI
1982,1,Черкаська,45.01,39.46,42.23
1982,2,Черкаська,46.83,31.75,39.29
1982,3,Черкаська,48.13,27.24,37.68
1982,4,Черкаська,46.09,23.91,35.0
1982,5,Черкаська,41.46,26.65,34.06
1982,6,Черкаська,36.56,29.46,33.01
1982,7,Черкаська,32.17,31.14,31.65
1982,8,Черкаська,30.3,32.5,31.4
1982,9,Черкаська,28.23,35.22,31.73
1982,10,Черкаська,25.25,37.63,31.44
1982,11,Черкаська,26.81,34.79,30.8
1982,12,Черкаська,27.87,35.91,31.89
1982,13,Черкаська,26.45,40.3,33.37
1982,14,Черкаська,22.93,45.47,34.2
1982,15,Черкаська,16.15,59.42,37.78
1982,16,Черкаська,13.92,73.7,43.81
1982,17,Черкаська,15.91,83.78,49.85
1982,18,Черкаська,25.98,83.95,54.97
1982,19,Черкаська,34.53,77.2,55.86
1982,20,Черкаська,38.39,70.79,54.59
1982,21,Черкаська,38.62,71.8,55.21
1982,22,Черкаська,34.9,75.39,55.14
1982,23,Черкаська,29.29,77.99,53.64
1982,24,Черкаська,27.5,80.68,54.09
1982,25,Черкаська,27.46,86.21,56.84
1982,26,Черкаська,27.71,89.14,58.43
1982,27,Черкаська,29.53,88.81,59.17
1982,28,Черкаська,34.04,88.18,61.11
1982,29,Черкаська,39.85,87.0,63.42
1982,30,Черкаська,43.47,85.68,64.58
1982,31,Черкаська,44.62,81.04,62.83
1982,32,Черкаська,46.78,73.25,60.01
1982,33,Черкаська,50.98,66.04,58.51
1982,34,Черкаська,54.79,59.39,57.09
1982,35,Черкаська,60.47,50.47,55.47
1982,36,Черкаська,65.8,40.42,53.11
1982,37,Черкаська,67.37,32.84,50.1
1982,38,Черкаська,68.18,30.2,49.19
1982,39,Черкаська,64.53,31.4,47.97
1982,40,Черкаська,54.93,35.92,45.43
1982,41,Черкаська,44.69,37.53,41.11
1982,42,Черкаська,36.32,36.38,36.35
1982,43,Черкаська,35.06,34.47,34.76
1982,44,Черкаська,35.39,22.51,28.95
1982,45,Черкаська,32.35,16.01,24.18
1982,46,Черкаська,32.21,15.45,23.83
1982,47,Черкаська,29.41,21.78,25.6
1982,48,Черкаська,28.24,31.16,29.7
1982,49,Черкаська,25.02,38.86,31.94
1982,50,Черкаська,22.98,43.6,33.29
1982,51,Черкаська,28.58,44.64,36.61
1982,52,Черкаська,31.78,42.52,37.15
1983,1,Черкаська,32.51,38.52,35.52
1983,2,Черкаська,32.31,36.91,34.61
1983,3,Черкаська,34.9,37.82,36.36
1983,4,Черкаська,37.87,39.24,38.56
1983,5,Черкаська,37.32,42.44,39.88
1983,6,Черкаська,32.86,49.14,41.0
1983,7,Черкаська,29.76,53.18,41.47
1983,8,Черкаська,29.39,54.87,42.13
1983,9,Черкаська,30.87,53.78,42.32
1983,10,Черкаська,32.35,50.97,41.66
1983,11,Черкаська,34.28,42.77,38.52
1983,12,Черкаська,37.17,38.0,37.59
1983,13,Черкаська,42.6,31.26,36.93
1983,14,Черкаська,45.99,24.17,35.08
1983,15,Черкаська,46.97,21.68,34.32
1983,16,Черкаська,46.18,25.21,35.7
1983,17,Черкаська,47.39,27.73,37.56
1983,18,Черкаська,49.4,32.15,40.77
1983,19,Черкаська,50.29,39.52,44.91
1983,20,Черкаська,48.31,43.63,45.97
1983,21,Черкаська,44.7,46.47,45.58
1983,22,Черкаська,41.82,49.3,45.56
1983,23,Черкаська,37.5,54.92,46.21
1983,24,Черкаська,30.08,62.73,46.41
1983,25,Черкаська,27.35,63.44,45.4
1983,26,Черкаська,26.21,61.74,43.97
1983,27,Черкаська,24.03,63.71,43.87
1983,28,Черкаська,19.88,67.51,43.7
1983,29,Черкаська,14.97,71.1,43.03
1983,30,Черкаська,12.14,74.52,43.33
1983,31,Черкаська,13.27,76.96,45.11
1983,32,Черкаська,18.15,75.06,46.6
1983,33,Черкаська,24.55,70.56,47.56
1983,34,Черкаська,31.25,63.13,47.19
1983,35,Черкаська,42.25,48.99,45.62
1983,36,Черкаська,48.6,40.95,44.78
1983,37,Черкаська,51.48,35.49,43.49
1983,38,Черкаська,52.88,31.98,42.43
1983,39,Черкаська,52.2,35.99,44.1
1983,40,Черкаська,52.61,37.45,45.03
1983,41,Черкаська,51.99,34.42,43.21
1983,42,Черкаська,51.57,35.55,43.56
1983,43,Черкаська,50.1,39.02,44.56
1983,44,Черкаська,48.14,37.49,42.81
1983,45,Черкаська,45.55,36.55,41.05
1983,46,Черкаська,42.99,35.13,39.06
1983,47,Черкаська,42.57,39.45,41.01
1983,48,Черкаська,46.31,41.52,43.91
1983,49,Черкаська,45.1,41.4,43.25
1983,50,Черкаська,45.56,40.56,43.06
1983,51,Черкаська,44.21,42.68,43.44
1983,52,Черкаська,41.31,47.96,44.63
1984,1,Черкаська,40.77,49.92,45.35
1984,2,Черкаська,39.32,52.12,45.72
1984,3,Черкаська,37.37,57.52,47.44
1984,4,Черкаська,34.55,59.96,47.25
1984,5,Черкаська,31.21,60.19,45.7
1984,6,Черкаська,27.71,62.24,44.98
1984,7,Черкаська,24.61,64.98,44.79
1984,8,Черкаська,22.89,71.12,47.0
1984,9,Черкаська,22.16,71.96,47.06
1984,10,Черкаська,20.48,70.03,45.26
1984,11,Черкаська,20.45,62.93,41.69
1984,12,Черкаська,22.3,54.75,38.52
1984,13,Черкаська,24.99,45.15,35.07
1984,14,Черкаська,27.85,34.54,31.19
1984,15,Черкаська,29.68,30.8,30.24
1984,16,Черкаська,28.91,37.09,33.0
1984,17,Черкаська,28.76,42.4,35.58
1984,18,Черкаська,30.62,49.05,39.84
1984,19,Черкаська,33.37,58.5,45.94
1984,20,Черкаська,35.18,66.14,50.66
1984,21,Черкаська,35.93,73.96,54.94
1984,22,Черкаська,34.85,79.34,57.09
1984,23,Черкаська,34.85,85.04,59.94
1984,24,Черкаська,38.86,89.15,64.01
1984,25,Черкаська,44.4,89.9,67.15
1984,26,Черкаська,47.19,90.66,68.92
1984,27,Черкаська,49.22,90.06,69.64
1984,28,Черкаська,54.02,87.25,70.64
1984,29,Черкаська,55.66,86.36,71.01
1984,30,Черкаська,55.34,86.59,70.96
1984,31,Черкаська,52.99,87.95,70.47
1984,32,Черкаська,52.46,85.79,69.12
1984,33,Черкаська,52.6,85.0,68.8
1984,34,Черкаська,52.75,83.66,68.2
1984,35,Черкаська,51.31,81.23,66.27
1984,36,Черкаська,50.19,75.72,62.95
1984,37,Черкаська,49.76,68.11,58.93
1984,38,Черкаська,44.54,66.83,55.69
1984,39,Черкаська,38.81,68.36,53.58
1984,40,Черкаська,37.1,66.64,51.87
1984,41,Черкаська,41.28,63.12,52.2
1984,42,Черкаська,46.63,56.2,51.41
1984,43,Черкаська,48.53,53.32,50.93
1984,44,Черкаська,46.49,47.91,47.2
1984,45,Черкаська,43.65,49.55,46.6
1984,46,Черкаська,40.26,49.86,45.06
1984,47,Черкаська,40.85,47.54,44.19
1984,48,Черкаська,44.35,45.36,44.85
1984,49,Черкаська,48.31,35.63,41.97
1985,9,Черкаська,16.59,43.04,29.82
1985,10,Черкаська,12.99,49.84,31.42
1985,11,Черкаська,11.58,51.04,31.31
1985,12,Черкаська,11.97,50.36,31.17
1985,13,Черкаська,15.53,44.6,30.06
1985,14,Черкаська,20.08,38.55,29.31
1985,15,Черкаська,23.98,36.46,30.22
1985,16,Черкаська,27.38,36.39,31.88
1985,17,Черкаська,32.14,36.99,34.56
1985,18,Черкаська,36.02,45.14,40.58
1985,19,Черкаська,38.39,48.92,43.65
1985,20,Черкаська,36.91,51.42,44.17
1985,21,Черкаська,35.67,59.23,47.45
1985,22,Черкаська,34.83,64.86,49.84
1985,23,Черкаська,32.91,72.66,52.78
1985,24,Черкаська,30.98,82.51,56.75
1985,25,Черкаська,33.26,86.58,59.92
1985,26,Черкаська,33.95,87.78,60.87
1985,27,Черкаська,35.07,89.18,62.12
1985,28,Черкаська,38.0,88.6,63.3
1985,29,Черкаська,42.32,85.0,63.66
1985,30,Черкаська,46.43,80.15,63.29
1985,31,Черкаська,47.81,70.85,59.33
1985,32,Черкаська,48.81,61.72,55.27
1985,33,Черкаська,49.1,53.0,51.05
1985,34,Черкаська,46.48,45.92,46.2
1985,35,Черкаська,44.69,39.58,42.14
1985,36,Черкаська,42.38,39.98,41.18
1985,37,Черкаська,40.93,43.75,42.34
1985,38,Черкаська,39.3,44.76,42.03
1985,39,Черкаська,36.62,46.29,41.46
1985,40,Черкаська,31.8,51.15,41.48
1985,41,Черкаська,32.38,53.12,42.75
1985,42,Черкаська,34.96,47.74,41.35
1985,43,Черкаська,37.99,45.09,41.54
1985,44,Черкаська,39.66,42.09,40.87
1985,45,Черкаська,36.02,43.08,39.55
1985,46,Черкаська,27.39,49.97,38.68
1985,47,Черкаська,18.17,56.99,37.58
1985,48,Черкаська,14.02,69.91,41.96
1985,49,Черкаська,12.65,83.54,48.09
1985,50,Черкаська,11.85,90.69,51.27
1985,51,Черкаська,12.92,92.19,52.56
1985,52,Черкаська,13.2,92.34,52.77
1986,1,Черкаська,14.39,92.72,53.55
1986,2,Черкаська,16.71,90.5,53.61
1986,3,Черкаська,18.47,81.96,50.22
1986,4,Черкаська,18.43,73.79,46.11
1986,5,Черкаська,17.12,72.73,44.93
1986,6,Черкаська,15.36,71.97,43.67
1986,7,Черкаська,12.27,67.82,40.04
1986,8,Черкаська,10.89,65.31,38.1
1986,9,Черкаська,11.04,65.38,38.21
1986,10,Черкаська,8.91,66.51,37.71
1986,11,Черкаська,9.83,57.76,33.8
1986,12,Черкаська,12.49,47.59,30.04
1986,13,Черкаська,17.52,38.82,28.17
1986,14,Черкаська,23.27,33.23,28.25
1986,15,Черкаська,27.86,26.99,27.43
1986,16,Черкаська,30.33,22.64,26.48
1986,17,Черкаська,36.1,21.9,29.0
1986,18,Черкаська,43.97,22.87,33.42
1986,19,Черкаська,45.98,22.29,34.14
1986,20,Черкаська,46.83,17.72,32.28
1986,21,Черкаська,47.09,18.29,32.69
1986,22,Черкаська,46.59,20.63,33.61
1986,23,Черкаська,41.54,23.85,32.7
1986,24,Черкаська,37.28,28.26,32.77
1986,25,Черкаська,35.87,29.45,32.66
1986,26,Черкаська,30.56,32.96,31.76
1986,27,Черкаська,26.88,37.96,32.42
1986,28,Черкаська,26.21,40.62,33.41
1986,29,Черкаська,27.89,38.58,33.23
1986,30,Черкаська,32.59,34.03,33.31
1986,31,Черкаська,33.33,29.9,31.61
1986,32,Черкаська,31.4,30.05,30.72
1986,33,Черкаська,31.65,26.71,29.18
1986,34,Черкаська,30.17,25.68,27.92
1986,35,Черкаська,30.3,21.8,26.05
1986,36,Черкаська,29.57,23.0,26.29
1986,37,Черкаська,31.87,30.01,30.94
1986,38,Черкаська,33.24,36.1,34.67
1986,39,Черкаська,31.76,39.52,35.64
1986,40,Черкаська,28.2,45.69,36.94
1986,41,Черкаська,25.02,47.51,36.27
1986,42,Черкаська,22.06,42.05,32.05
1986,43,Черкаська,17.86,47.79,32.83
1986,44,Черкаська,12.52,52.3,32.41
1986,45,Черкаська,7.98,52.05,30.02
1986,46,Черкаська,6.01,49.61,27.81
1986,47,Черкаська,6.48,48.67,27.58
1986,48,Черкаська,7.24,51.48,29.36
1986,49,Черкаська,6.7,57.12,31.91
1986,50,Черкаська,8.96,62.97,35.96
1986,51,Черкаська,13.45,66.77,40.11
1986,52,Черкаська,16.91,68.03,42.47
1987,1,Черкаська,18.27,71.45,44.86
1987,2,Черкаська,18.99,74.33,46.66
1987,3,Черкаська,20.59,75.78,48.18
1987,4,Черкаська,18.86,74.97,46.91
1987,5,Черкаська,15.76,75.01,45.38
1987,6,Черкаська,14.05,76.22,45.14
1987,7,Черкаська,11.91,75.93,43.92
1987,8,Черкаська,11.52,77.54,44.53
1987,9,Черкаська,10.86,80.44,45.65
1987,10,Черкаська,7.22,88.02,47.62
1987,11,Черкаська,4.57,91.51,48.04
1987,12,Черкаська,2.54,91.96,47.25
1987,13,Черкаська,1.31,90.82,46.06
1987,14,Черкаська,1.04,90.28,45.66
1987,15,Черкаська,2.08,89.61,45.84
1987,16,Черкаська,2.65,87.84,45.25
1987,17,Черкаська,3.01,79.84,41.42
1987,18,Черкаська,2.99,73.28,38.13
1987,19,Черкаська,5.7,70.74,38.22
1987,20,Черкаська,8.01,63.2,35.6
1987,21,Черкаська,11.15,58.08,34.61
1987,22,Черкаська,17.26,55.02,36.14
1987,23,Черкаська,25.67,56.4,41.03
1987,24,Черкаська,38.39,54.37,46.38
1987,25,Черкаська,50.8,52.69,51.75
1987,26,Черкаська,59.26,51.66,55.46
1987,27,Черкаська,62.1,51.35,56.73
1987,28,Черкаська,62.27,52.29,57.28
1987,29,Черкаська,57.35,54.53,55.94
1987,30,Черкаська,51.72,59.23,55.47
1987,31,Черкаська,45.29,68.74,57.02
1987,32,Черкаська,43.07,73.28,58.17
1987,33,Черкаська,42.27,75.05,58.66
1987,34,Черкаська,42.05,75.15,58.6
1987,35,Черкаська,43.88,70.66,57.27
1987,36,Черкаська,47.13,65.19,56.16
1987,37,Черкаська,48.79,63.3,56.04
1987,38,Черкаська,46.43,64.43,55.43
1987,39,Черкаська,41.52,66.11,53.82
1987,40,Черкаська,35.53,65.54,50.53
1987,41,Черкаська,31.0,69.85,50.42
1987,42,Черкаська,26.58,73.9,50.24
1987,43,Черкаська,50.5,43.6,47.05
1987,44,Черкаська,19.33,75.06,47.2
1987,45,Черкаська,14.97,71.79,43.38
1987,46,Черкаська,12.03,67.22,39.62
1987,47,Черкаська,10.63,64.5,37.56
1987,48,Черкаська,10.83,62.32,36.58
1987,49,Черкаська,12.66,56.64,34.65
1987,50,Черкаська,14.11,48.41,31.26
1987,51,Черкаська,16.36,41.32,28.84
1987,52,Черкаська,20.58,39.09,29.83
1988,1,Черкаська,24.75,38.17,31.46
1988,2,Черкаська,27.24,41.42,34.33
1988,3,Черкаська,29.2,43.83,36.52
1988,4,Черкаська,30.65,44.89,37.77
1988,5,Черкаська,32.15,47.63,39.89
1988,6,Черкаська,30.63,49.93,40.28
1988,7,Черкаська,26.89,52.3,39.6
1988,8,Черкаська,26.13,56.06,41.1
1988,9,Черкаська,25.28,62.16,43.72
1988,10,Черкаська,21.37,67.48,44.42
1988,11,Черкаська,19.94,67.93,43.94
1988,12,Черкаська,16.56,66.73,41.64
1988,13,Черкаська,13.68,63.01,38.34
1988,14,Черкаська,13.51,58.53,36.02
1988,15,Черкаська,13.46,62.66,38.06
1988,16,Черкаська,13.64,68.28,40.96
1988,17,Черкаська,13.56,77.38,45.47
1988,18,Черкаська,14.1,82.6,48.35
1988,19,Черкаська,14.03,88.23,51.13
1988,20,Черкаська,14.46,86.83,50.64
1988,21,Черкаська,15.0,85.19,50.1
1988,22,Черкаська,16.59,83.71,50.15
1988,23,Черкаська,21.1,81.82,51.46
1988,24,Черкаська,33.33,78.81,56.07
1988,25,Черкаська,42.04,78.36,60.2
1988,26,Черкаська,47.62,73.48,60.55
1988,27,Черкаська,56.31,66.32,61.31
1988,28,Черкаська,64.56,62.53,63.55
1988,29,Черкаська,68.41,60.55,64.48
1988,30,Черкаська,67.85,61.54,64.69
1988,31,Черкаська,64.26,62.83,63.54
1988,32,Черкаська,60.95,58.97,59.96
1988,33,Черкаська,56.87,54.34,55.6
1988,34,Черкаська,49.42,55.6,52.51
1988,35,Черкаська,44.97,55.76,50.36
1988,36,Черкаська,42.44,57.57,50.0
1988,37,Черкаська,40.07,59.49,49.78
1988,38,Черкаська,37.03,60.92,48.97
1988,39,Черкаська,36.41,57.85,47.13
1988,40,Черкаська,41.39,49.36,45.38
1988,41,Черкаська,43.49,63.23,53.36
1988,42,Черкаська,49.26,60.91,55.08
1988,43,Черкаська,51.7,70.57,61.13
1988,44,Черкаська,49.53,69.5,59.51
1988,45,Черкаська,44.01,63.85,53.93
1988,46,Черкаська,39.07,63.13,51.1
1988,47,Черкаська,33.1,65.35,49.22
1988,48,Черкаська,31.01,67.58,49.3
1988,49,Черкаська,29.24,67.04,48.14
1988,50,Черкаська,27.3,61.07,44.18
1988,51,Черкаська,30.1,51.56,40.83
1988,52,Черкаська,32.12,42.2,37.16
1989,1,Черкаська,33.86,32.05,32.96
1989,2,Черкаська,37.17,22.66,29.92
1989,3,Черкаська,39.58,14.38,26.98
1989,4,Черкаська,44.35,9.4,26.88
1989,5,Черкаська,49.75,6.89,28.32
1989,6,Черкаська,51.57,7.07,29.32
1989,7,Черкаська,52.65,7.99,30.32
1989,8,Черкаська,53.79,7.93,30.86
1989,9,Черкаська,55.64,7.97,31.8
1989,10,Черкаська,57.8,8.89,33.34
1989,11,Черкаська,59.54,7.13,33.34
1989,12,Черкаська,62.56,9.62,36.09
1989,13,Черкаська,67.5,10.79,39.14
1989,14,Черкаська,69.67,10.14,39.9
1989,15,Черкаська,69.07,11.93,40.5
1989,16,Черкаська,67.3,17.92,42.61
1989,17,Черкаська,66.81,25.79,46.3
1989,18,Черкаська,67.96,34.23,51.1
1989,19,Черкаська,66.71,45.97,56.34
1989,20,Черкаська,64.72,55.22,59.97
1989,21,Черкаська,61.85,56.96,59.41
1989,22,Черкаська,53.11,58.97,56.04
1989,23,Черкаська,41.21,62.07,51.64
1989,24,Черкаська,32.63,63.67,48.15
1989,25,Черкаська,28.55,64.42,46.48
1989,26,Черкаська,29.58,59.61,44.6
1989,27,Черкаська,28.71,55.06,41.89
1989,28,Черкаська,24.12,51.2,37.66
1989,29,Черкаська,19.97,49.18,34.57
1989,30,Черкаська,16.33,51.11,33.72
1989,31,Черкаська,15.14,46.85,30.99
1989,32,Черкаська,13.22,38.91,26.07
1989,33,Черкаська,10.87,38.01,24.44
1989,34,Черкаська,11.27,38.31,24.79
1989,35,Черкаська,13.07,38.52,25.79
1989,36,Черкаська,16.98,41.01,28.99
1989,37,Черкаська,21.35,41.68,31.52
1989,38,Черкаська,26.18,50.06,38.12
1989,39,Черкаська,35.16,51.16,43.16
1989,40,Черкаська,45.8,43.89,44.84
1989,41,Черкаська,53.63,35.45,44.54
1989,42,Черкаська,63.03,28.53,45.78
1989,43,Черкаська,72.02,29.56,50.79
1989,44,Черкаська,79.84,18.88,49.36
1989,45,Черкаська,81.61,10.82,46.21
1989,46,Черкаська,77.24,15.5,46.37
1989,47,Черкаська,71.22,22.19,46.71
1989,48,Черкаська,64.23,27.54,45.88
1989,49,Черкаська,58.61,30.35,44.48
1989,50,Черкаська,52.08,33.91,43.0
1989,51,Черкаська,49.06,30.07,39.56
1989,52,Черкаська,48.66,24.23,36.44
1990,1,Черкаська,48.08,18.79,33.43
1990,2,Черкаська,50.45,14.31,32.38
1990,3,Черкаська,55.09,10.36,32.72
1990,4,Черкаська,59.58,7.04,33.31
1990,5,Черкаська,63.13,4.43,33.78
1990,6,Черкаська,66.1,2.99,34.54
1990,7,Черкаська,73.33,2.63,37.98
1990,8,Черкаська,78.08,2.37,40.22
1990,9,Черкаська,83.4,2.07,42.74
1990,10,Черкаська,56.23,75.75,65.99
1990,11,Черкаська,91.34,2.78,47.06
1990,12,Черкаська,92.98,2.68,47.83
1990,13,Черкаська,90.94,3.63,47.28
1990,14,Черкаська,85.81,6.6,46.2
1990,15,Черкаська,79.82,14.93,47.38
1990,16,Черкаська,73.98,30.29,52.14
1990,17,Черкаська,72.58,45.33,58.95
1990,18,Черкаська,75.78,56.84,66.31
1990,19,Черкаська,74.98,66.21,70.59
1990,20,Черкаська,70.81,71.32,71.06
1990,21,Черкаська,61.84,79.05,70.44
1990,22,Черкаська,53.22,82.61,67.92
1990,23,Черкаська,47.16,82.81,64.99
1990,24,Черкаська,44.96,83.52,64.24
1990,25,Черкаська,46.03,78.88,62.45
1990,26,Черкаська,44.71,74.3,59.51
1990,27,Черкаська,44.45,74.07,59.26
1990,28,Черкаська,47.34,74.64,60.99
1990,29,Черкаська,46.24,76.03,61.13
1990,30,Черкаська,44.51,78.06,61.29
1990,31,Черкаська,44.14,76.97,60.55
1990,32,Черкаська,46.3,71.32,58.81
1990,33,Черкаська,48.12,68.66,58.39
1990,34,Черкаська,50.6,69.11,59.86
1990,35,Черкаська,52.0,69.25,60.63
1990,36,Черкаська,53.77,70.86,62.31
1990,37,Черкаська,55.74,69.43,62.59
1990,38,Черкаська,57.82,64.88,61.35
1990,39,Черкаська,59.76,59.9,59.83
1990,40,Черкаська,59.86,54.89,57.38
1990,41,Черкаська,57.86,46.12,51.99
1990,42,Черкаська,51.33,38.05,44.69
1990,43,Черкаська,40.98,51.87,46.43
1990,44,Черкаська,34.7,51.11,42.9
1990,45,Черкаська,29.7,43.18,36.44
1990,46,Черкаська,26.47,42.72,34.59
1990,47,Черкаська,28.14,41.99,35.07
1990,48,Черкаська,26.99,43.24,35.12
1990,49,Черкаська,25.73,41.93,33.83
1990,50,Черкаська,29.24,36.88,33.06
1990,51,Черкаська,34.85,30.02,32.43
1990,52,Черкаська,41.66,25.44,33.55
1991,1,Черкаська,50.8,20.09,35.45
1991,2,Черкаська,60.27,16.1,38.18
1991,3,Черкаська,64.73,16.18,40.45
1991,4,Черкаська,60.84,24.81,42.83
1991,5,Черкаська,49.64,30.59,40.11
1991,6,Черкаська,38.83,34.22,36.53
1991,7,Черкаська,29.75,41.02,35.38
1991,8,Черкаська,26.49,44.5,35.49
1991,9,Черкаська,25.22,48.41,36.82
1991,10,Черкаська,21.76,49.95,35.86
1991,11,Черкаська,19.4,47.06,33.23
1991,12,Черкаська,19.31,41.84,30.57
1991,13,Черкаська,20.39,37.5,28.94
1991,14,Черкаська,17.27,37.1,27.18
1991,15,Черкаська,15.51,42.28,28.89
1991,16,Черкаська,17.51,50.47,33.99
1991,17,Черкаська,19.63,64.45,42.04
1991,18,Черкаська,23.5,70.79,47.15
1991,19,Черкаська,23.2,81.72,52.46
1991,20,Черкаська,25.35,87.11,56.23
1991,21,Черкаська,29.5,84.22,56.86
1991,22,Черкаська,33.51,79.35,56.43
1991,23,Черкаська,38.77,76.28,57.52
1991,24,Черкаська,47.43,71.8,59.61
1991,25,Черкаська,58.2,62.95,60.57
1991,26,Черкаська,63.17,56.54,59.85
1991,27,Черкаська,58.15,61.84,60.0
1991,28,Черкаська,57.22,65.49,61.35
1991,29,Черкаська,59.7,64.51,62.11
1991,30,Черкаська,62.7,65.13,63.91
1991,31,Черкаська,60.71,68.42,64.56
1991,32,Черкаська,56.11,72.14,64.13
1991,33,Черкаська,53.72,72.33,63.02
1991,34,Черкаська,52.8,69.06,60.93
1991,35,Черкаська,52.49,62.97,57.73
1991,36,Черкаська,51.17,58.15,54.66
1991,37,Черкаська,54.84,49.22,52.03
1991,38,Черкаська,59.24,35.59,47.42
1991,39,Черкаська,60.14,30.33,45.24
1991,40,Черкаська,56.43,33.24,44.83
1991,41,Черкаська,51.41,39.25,45.33
1991,42,Черкаська,47.84,52.13,49.98
1991,43,Черкаська,44.3,60.21,52.25
1991,44,Черкаська,35.94,59.95,47.94
1991,45,Черкаська,29.01,56.94,42.98
1991,46,Черкаська,28.14,51.42,39.78
1991,47,Черкаська,29.67,49.69,39.68
1991,48,Черкаська,30.31,50.22,40.26
1991,49,Черкаська,27.17,50.85,39.01
1991,50,Черкаська,32.38,45.49,38.93
1991,51,Черкаська,38.46,36.02,37.24
1991,52,Черкаська,39.71,32.14,35.92
1992,1,Черкаська,41.16,30.11,35.64
1992,2,Черкаська,41.16,29.7,35.43
1992,3,Черкаська,42.48,31.2,36.84
1992,4,Черкаська,43.11,33.0,38.06
1992,5,Черкаська,39.5,37.81,38.66
1992,6,Черкаська,34.95,43.16,39.05
1992,7,Черкаська,31.64,43.75,37.69
1992,8,Черкаська,29.72,43.02,36.37
1992,9,Черкаська,28.97,42.36,35.66
1992,10,Черкаська,25.34,43.25,34.29
1992,11,Черкаська,23.3,41.06,32.18
1992,12,Черкаська,22.5,42.0,32.25
1992,13,Черкаська,22.75,45.36,34.06
1992,14,Черкаська,24.01,45.75,34.88
1992,15,Черкаська,26.65,45.42,36.04
1992,16,Черкаська,29.19,47.98,38.59
1992,17,Черкаська,33.72,49.81,41.76
1992,18,Черкаська,39.56,51.66,45.61
1992,19,Черкаська,40.01,57.33,48.67
1992,20,Черкаська,37.08,61.01,49.05
1992,21,Черкаська,33.69,61.85,47.77
1992,22,Черкаська,29.56,63.16,46.36
1992,23,Черкаська,28.51,64.58,46.54
1992,24,Черкаська,35.05,64.68,49.87
1992,25,Черкаська,44.2,61.79,53.0
1992,26,Черкаська,49.72,55.57,52.64
1992,27,Черкаська,52.91,49.71,51.31
1992,28,Черкаська,54.34,42.55,48.44
1992,29,Черкаська,51.95,35.17,43.56
1992,30,Черкаська,47.76,29.9,38.83
1992,31,Черкаська,41.99,22.88,32.44
1992,32,Черкаська,37.35,17.42,27.39
1992,33,Черкаська,32.5,12.48,22.49
1992,34,Черкаська,27.65,11.9,19.77
1992,35,Черкаська,24.53,17.39,20.96
1992,36,Черкаська,20.84,31.88,26.36
1992,37,Черкаська,18.37,45.06,31.72
1992,38,Черкаська,14.25,54.07,34.16
1992,39,Черкаська,10.33,67.96,39.14
1992,40,Черкаська,8.62,80.19,44.4
1992,41,Черкаська,8.63,82.22,45.43
1992,42,Черкаська,8.04,80.02,44.03
1992,43,Черкаська,6.56,76.96,41.76
1992,44,Черкаська,6.32,65.98,36.15
1992,45,Черкаська,9.07,58.12,33.59
1992,46,Черкаська,12.51,53.94,33.23
1992,47,Черкаська,16.48,53.9,35.19
1992,48,Черкаська,22.03,52.89,37.46
1992,49,Черкаська,24.13,53.53,38.83
1992,50,Черкаська,28.48,49.08,38.78
1992,51,Черкаська,36.15,40.87,38.51
1992,52,Черкаська,41.34,36.01,38.68
1993,1,Черкаська,44.37,31.72,38.04
1993,2,Черкаська,46.29,28.41,37.35
1993,3,Черкаська,48.74,23.86,36.3
1993,4,Черкаська,51.32,20.36,35.84
1993,5,Черкаська,51.18,22.66,36.92
1993,6,Черкаська,46.71,32.44,39.57
1993,7,Черкаська,39.08,41.82,40.45
1993,8,Черкаська,32.03,52.64,42.34
1993,9,Черкаська,27.02,63.88,45.45
1993,10,Черкаська,20.96,78.18,49.57
1993,11,Черкаська,16.04,86.78,51.41
1993,12,Черкаська,13.97,90.46,52.21
1993,13,Черкаська,11.5,91.79,51.65
1993,14,Черкаська,10.16,92.82,51.49
1993,15,Черкаська,11.15,92.2,51.67
1993,16,Черкаська,15.57,86.0,50.78
1993,17,Черкаська,22.33,76.91,49.62
1993,18,Черкаська,28.7,74.5,51.6
1993,19,Черкаська,33.74,79.8,56.77
1993,20,Черкаська,38.35,77.36,57.86
1993,21,Черкаська,44.97,72.9,58.94
1993,22,Черкаська,52.17,69.64,60.91
1993,23,Черкаська,58.25,68.43,63.34
1993,24,Черкаська,63.2,70.65,66.92
1993,25,Черкаська,67.97,73.3,70.63
1993,26,Черкаська,68.88,74.08,71.48
1993,27,Черкаська,70.95,72.16,71.55
1993,28,Черкаська,74.03,66.7,70.37
1993,29,Черкаська,76.33,61.67,69.0
1993,30,Черкаська,78.26,57.39,67.83
1993,31,Черкаська,78.64,57.74,68.19
1993,32,Черкаська,75.8,61.27,68.53
1993,33,Черкаська,70.22,66.14,68.18
1993,34,Черкаська,63.75,72.9,68.32
1993,35,Черкаська,61.77,74.1,67.93
1993,36,Черкаська,60.33,77.13,68.73
1993,37,Черкаська,57.19,76.89,67.04
1993,38,Черкаська,49.36,74.75,62.05
1993,39,Черкаська,39.86,69.83,54.84
1993,40,Черкаська,30.63,68.01,49.32
1993,41,Черкаська,23.79,66.75,45.27
1993,42,Черкаська,21.48,65.27,43.37
1993,43,Черкаська,23.29,61.68,42.49
1993,44,Черкаська,27.46,53.08,40.27
1993,45,Черкаська,28.61,43.57,36.09
1993,46,Черкаська,32.61,37.08,34.85
